question,label
What presidential press secretary dismissed Watergate as a third-rate burglary attempt ?,0
is a petition the same as a lawsuit?,1
has there ever been a par 5 hole in one?,1
What European country abandoned postage stamps in 1923 because printing them cost more than their face value ?,0
is duty free and tax free the same thing?,1
are individuals of all species either male or female?,1
can you drink alcohol in wisconsin with your parents?,1
is surgical spirit the same as methylated spirit?,1
can you get a phd and an md?,1
What well-known music personality is the father of an adopted son named Hans Christian Henderson ?,0
does a penalty shoot out goal count towards the golden boot?,1
What is the capital of Kosovo ?,0
can i buy alcohol on sunday in missouri?,1
is a d still passing in middle school?,1
What color were Ernest Hemingway 's eyes ?,0
can an alkene have the same formula as a cycloalkane?,1
is freedom of speech a right in canada?,1
is a wrinkle in time a true story?,1
is red velvet cake the same as chocolate?,1
"In Hemingway 's `` Old Man and the Sea , '' what kind of fish does the old man catch ?",0
did they ever say beam me up scotty?,1
is pearl barley same as job's tears?,1
is stanley cup 2-3-2?,1
Who was Monet ?,0
"Who wrote the song , `` Stardust '' ?",0
does the queens midtown tunnel have a toll?,1
can i go to canada with enhanced license?,1
is fishermans wharf and pier 39 the same?,1
How do you make a million bucks ?,0
is the fruit of a potato plant edible?,1
"Of children between the ages of two and eleven , what percentage watch `` The Simpsons '' ?",0
What is film noir ?,0
is it illegal to count cards in las vegas?,1
What African animals are known as The Big Five ?,0
is there a sequel to dazed and confused?,1
How do you buy stocks ?,0
What constellation represents a hunter with club and shield ?,0
is a penalty charge notice a fixed penalty?,1
will there be a season 5 of a place to call home?,1
is metal gear solid 5 phantom pain open world?,1
is every strong electrolyte also a strong acid?,1
are there more episodes of pretty little liars?,1
is the arctic wolf on the endangered species list?,1
What 's the nickname of oddsmaker Jimmy Snyder ?,0
What is SAP ?,0
does the switch come with 1 2 switch?,1
was george carlin in bill and ted's excellent adventure?,1
What flower did Vincent Van Gogh paint ?,0
What time of year has the most air travel ?,0
is season 7 of once upon a time the final season?,1
do you need a gun permit in vermont?,1
"What actor , who had greatest fame on TV , became the father of triplets ?",0
did robin get married at the end of career of evil?,1
has a president ever been elected by popular vote?,1
Which oil company almost picked a word that meant `` stalled car '' in Japanese as its new international name ?,0
does monroe stahr die in the last tycoon?,1
can a person be charged for the same crime twice?,1
has the indy 500 ever been rained out?,1
is there a season 2 of reboot the guardian code?,1
Who created the character James Bond ?,0
was there really a band called eddie and the cruisers?,1
What was Einstein 's IQ ?,0
Where is Poe 's birthplace ?,0
did sydney used to be the capital of australia?,1
How do I know someone is truly in love with me ?,0
What 's the international radio code word for the letter F ?,0
is indiana the only state that doesn't sell alcohol on sundays?,1
Why is it called `` hamburger '' if there is no ham in it ?,0
What city was John F. Kennedy nominated for president in ?,0
is there a cemetary at the naval academy?,1
is saks fifth avenue a publicly traded company?,1
What is a ball that hits the foul pole called ?,0
is 9 a lucky number in chinese culture?,1
is the jacaranda tree native to south africa?,1
were all the bodies recovered from operation red wings?,1
Why does a woman have to be a virgin to be a nun ?,0
does the suzuki sx4 have a timing belt?,1
How do you become a dentist ?,0
are there any forms of involuntary servitude still permitted today?,1
What state was named the Green Mountain state ?,0
do you need a license to carry a concealed weapon in missouri?,1
is how to train your dragon the hidden world the last movie?,1
has el salvador ever been in the world cup?,1
did eazy e's son play in straight outta compton?,1
What is a fear of points ?,0
What two countries ' coastlines border the Bay of Biscay ?,0
is national guard boot camp the same as army?,1
can a state succeed from the united states?,1
Where can I find a list of all the companies in America that offer a direct stock purchase plan ?,0
is it illegal to carry a gun in a school?,1
is the domincan republic part of the usa?,1
What is the circumorbital hematoma ?,0
do red and blue led grow lights work?,1
How many states have a `` lemon law '' for new automobiles ?,0
is ao no exorcist season 2 a sequel?,1
Who fired Maria Ybarra from her position in San Diego council ?,0
is it illegal to pass on a solid yellow line?,1
is there any mlb team that hasn't won the world series?,1
do you pay per vowel on wheel of fortune?,1
did cadburys cream eggs used to be bigger?,1
can you carry a concealed weapon in dc?,1
How does General Mills manufacture Cheerios ?,0
does a cow have to give birth to produce milk?,1
is there sales tax in the state of washington?,1
did captain america come out before iron man?,1
has any nba team ever come back from 3-0 in playoffs?,1
is a dui a criminal offence in canada?,1
What is Jane Goodall known for ?,0
is root beer and dr pepper the same?,1
How do chickens have baby chicks ?,0
How do I make fuel bricks from recycled newspaper ?,0
What are the names of the tourist attractions in Reims ?,0
did the movie to kill a mockingbird win any academy awards?,1
do i need to fast for comprehensive metabolic panel blood test?,1
"Who was named Admiral of the Ocean Seas and Viceroy and Governor General of all the islands he might discover , and also granted 10-?? of all profits of his voyage .",0
is it fair just and reasonable to impose a duty?,1
has a woman received the medal of honor?,1
"What is the location of Edinburgh , Scotland ?",0
can you be out on a no ball?,1
Who liberated 19th century Sicily and Naples ?,0
do you have to be an all-star to be in the home run derby?,1
is it possible for twins to have separate fathers?,1
did bella die in breaking dawn part 1?,1
What is a neurosurgeon ?,0
is aldi's associated with trader joe's?,1
did michael jackson start the this is it tour?,1
was the fruit orange named after the color?,1
Who wrote Unsafe at Any Speed ?,0
is buck taylor in the tv series yellowstone?,1
What class of animals makes up more than two-thirds of known species ?,0
Who is the President of Ghana ?,0
can the president serve more than two terms?,1
can the queen in chess move like a horse?,1
fletcher henderson began his musical career with black swan records?,1
What 's the most popular four-player game of all time ?,0
What is another name for nearsightedness ?,0
is the marvel netflix series connected to the mcu?,1
is easter sunday a part of holy week?,1
Where did the world come from ?,0
What constellation is known as The Water Bearer ?,0
Define Sinn Fein .,0
in mississippi can you drink with your parents?,1
does the mom die in the impossible movie?,1
Where did Indian Pudding come from ?,0
is world cup extra time a golden goal?,1
is lax the biggest airport in the world?,1
is antioch ca part of the bay area?,1
How many Jews were executed in concentration camps during WWII ?,0
What baseball great plugged Mr. Coffee ?,0
Who was the lawyer for Randy Craft ?,0
do all limited companies have to be registered with companies house?,1
does joey die in the watsons go to birmingham?,1
is the movie shooter based on real life?,1
is there going to be a wwe draft in 2017?,1
is liam on b&b married in real life?,1
can a woman give birth at 50 years?,1
is there such thing as a rubber tree?,1
What two European countries entered the War of American Independence against the British ?,0
is the grocery store on guy's grocery games a real store?,1
Who painted the Sistine Chapel ?,0
How come a doughnut has a hole in it ?,0
did india qualify for fifa world cup 1950?,1
did ward and june cleaver sleep in the same bed?,1
do the giants and jets share metlife stadium?,1
is the us postal service part of the us government?,1
is the power of one based on a true story?,1
What is the best selling computer model ever ?,0
is dc legends of tomorrow based on a comic?,1
can you carry a gun in your car in washington state?,1
When was Yemen reunified ?,0
What was the name of the Confederate mounted guerrilla group with which Jesse James and Coleman Younger had ridden ?,0
What does Inuit and Eskimo mean ?,0
What was Einstein 's birthplace ?,0
is there a difference between surgery and operation?,1
is there such a thing as a designated survivor?,1
What botanical marvel did Nebuchadnezzar build ?,0
do josh and donna date on west wing?,1
When was Babe Ruth born ?,0
can you make a right turn on red in north carolina?,1
What is the biggest `` thing '' humans have made ?,0
What words in the English have two u 's back to back ?,0
The Kentucky Horse Park is located near what city ?,0
Where are the busiest Amtrak rail stations in the U.S. ?,0
do i have to use arc fault breakers?,1
What is a fear of parasites ?,0
is all of florida on the same time zone?,1
is the movie mine based on a true story?,1
Who did the Seven Mules block for ?,0
is the movie operation finale based on a book?,1
Who was Lacan ?,0
is it legal to carry a gun in new hampshire?,1
was fox news on the air in 1998?,1
is ain't a word in the webster dictionary?,1
is the spinal cord part of the brain?,1
was charleston ever the capital of south carolina?,1
are all the songs from mamma mia by abba?,1
What state is Niagara Falls located in ?,0
does the us president live in the white house?,1
What foods contain the most protein ?,0
is there barge traffic on the missouri river?,1
is 844 a toll free number in canada?,1
What is a film starring Jude Law ?,0
are the guardian and the observer the same paper?,1
How many hearts does an octopus have ?,0
can a haiku have more than 3 lines?,1
does the whole state vote for both senators?,1
What are the chemicals used in glowsticks ?,0
What is the origin of the Christmas tree ?,0
What is the difference between a board of directors and an advisory board ?,0
Which Japanese car maker had its biggest percentage of sale in the domestic market ?,0
will there be season 2 of the good place?,1
Who portrayed W.C. Fields in the film W.C. Fields and Me ?,0
What is a courier ?,0
What is the capital of Burkina Faso ?,0
What household products are there for adult acne ?,0
Who wrote NN DT NNP NNP '' ?,0
"In the song `` Yankee Doodle , '' why did Yankee Doodle stick a feather in his cap and call it macaroni ?",0
Who is William Wordsworth ?,0
is all the protein in the egg white?,1
is make your own kind of music on an album?,1
can the order of a reaction be negative?,1
is there a such thing as blue corn?,1
did the dodgers win the world series in 1947?,1
What is the origin of the word trigonometry ?,0
has there ever been a hole in one on a par 4?,1
How many Marx Brothers were there ?,0
Where can I buy a good snowboard for less than $200 ?,0
What two countries contain Sierra Nevada mountains ?,0
Who is Dear Abby ?,0
will little witch academia get a third season?,1
When did Princess Diana and Prince Charles get married ?,0
is there a limit on checking account transfers?,1
What is Dick Clark 's date of birth ?,0
Who is the Voyager project manager ?,0
Why did the Anglican church split from the Vatican ?,0
Where is Erykah Badu originally from ?,0
was the movie arrival based on a book?,1
What comedian created a punch-drunk pugilist named Cauliflower McPugg ?,0
What do the 12 days of Christmas mean ?,0
is there any time difference between india and sri lanka?,1
What author landed a 468-pound marlin without harness in the early 193 's ?,0
What ISPs exist in the Caribbean ?,0
was pretty in pink written for the movie?,1
is the tale of peter rabbit a fable?,1
Where does `` bovine '' come from ?,0
What are the unemployment statistics for the years 1965 and 1990 ?,0
does a catcher get an assist on a strikeout?,1
is the movie sandlot based on a true story?,1
What is a nanometer ?,0
is there a season 7 of republic of doyle?,1
is infinity war going to be 2 parts?,1
Why is Microsoft 's Windows 3 such a successful computer program ?,0
will there be a dance moms season 7?,1
is there going to be a third series of no offence?,1
can i still have a baby at 50?,1
Why does sound travel quicker through water than air ?,0
do they still make new episodes of spongebob squarepants?,1
What sport is played on the largest field ?,0
does anyone have 1 billion followers on instagram?,1
is city university part of university of london?,1
What makes sperm ?,0
is chili sauce the same as cocktail sauce?,1
can you play regular xbox games on an xbox 360?,1
Who is reputed to be the greatest maker of violins ?,0
"What word occurs 46 , 227 times in the Bible ?",0
What was spawned the term `` MiG Alley '' ?,0
Where are the U.S. headquarters for Procter & Gamble ?,0
is equatorial guinea and guinea the same country?,1
do you have to be born in the country you play for in world cup?,1
can the king move 2 spaces in chess?,1
is tim raines in the hall of fame?,1
What was the occupation of Mandy Rice-Davies ?,0
are there any english managers in the premier league?,1
What 2 statues did France give to other countries ?,0
will there be a adventures of tintin 2?,1
What plant is rum made from ?,0
"In Waugh 's `` A Handful of Dust , '' what does the mad old man force the hero to do every afternoon ?",0
Who wrote The Secret Life of Walter Mitty ?,0
What is Nero Wolfe 's favorite drink during office hours ?,0
can the pitcher be on the mound during a hidden ball trick?,1
Which of the following TV newsmen was a Rhodes scholar ?,0
was 10 things i hate about you based on shakespeare?,1
does stefan's constant depend upon wavelength of radiation?,1
What is President Nixon 's birthdate ?,0
Who was the Secretary of War in the Civil War during the Battle of Gettysburg ?,0
Garry Kasparov plays what game ?,0
What caused the Titanic to sink ?,0
are the mets and the yankees in the same league?,1
How can I get a comic character I made copyrighted and published ?,0
does eddie murphy really sing party all the time?,1
did the captain of the titanic go down with the ship?,1
is a cousin's classed as immediate family?,1
What country is proud to claim Volcano National Park ?,0
does it hurt chickens to clip their beaks?,1
How many points are there on a Backgammon board ?,0
is mystic pizza based on a true story?,1
How many calories are there in a glass of water ?,0
"What drink is formed of tequila , orange juice and galliano ?",0
What is an auto-commentary ?,0
do they ever find the dad in supernatural?,1
are red bell peppers and green bell peppers the same?,1
is a walk in the woods a true story?,1
How do you make a computer chip ?,0
was the united states in world war 2?,1
is thank you for your service based on a true story?,1
is life is strange based on a book?,1
What city is served by Tempelhol Airport ?,0
did breakfast at tiffany's win any awards?,1
Where do chihuahuas come from ?,0
What 's the closest G2 Spectrum Yellow Dwarf to Earth ?,0
What longtime game show host dropped dead while jogging in Central Park in 1984 ?,0
What animals acted as lapwarmers for American colonists in church ?,0
is there a clip at the end of inifinity war?,1
is a fielder's choice counted as an at bat?,1
What is Bill Gross 's email address ?,0
is there a dunkin donuts in all 50 states?,1
"What baseball outcome required nine balls in 1879 , eight balls in 1880 and seven balls in 1881 ?",0
Which Kevin Costner movie involves the Sioux Indians ?,0
are there two versions of leon the professional?,1
is there a way to remove a justice from the supreme court?,1
can a plane be parallel to a line?,1
are the twin towers taller than empire state building?,1
can off duty police carry guns in schools in california?,1
What is idealab ! ?,0
is grown ish a spin off of blackish?,1
What British prime minister and U.S. president were seventh cousins once-removed ?,0
will breast cyst go away on their own?,1
How long should a person wash their hands before they are clean ?,0
is there a relationship between atomic number and atomic radii for elements in a single period?,1
What year did Montana become a state ?,0
Which comic book was not spawned directly from the pulp magazines ?,0
What is the longest English word ?,0
How can I get someone 's phone number if I only have their screen name ?,0
does the dog die in where the red fern grows?,1
is centroid the same as center of gravity?,1
What is average salary of restaurant manager in United States ?,0
Who asked the musical question : `` Have you ever been to electric lady land ? '',0
franklin leonard the creator of the black list?,1
What Texas surgeon performed the first artificial heart transplant ?,0
do supreme court judges get secret service protection?,1
is there a sequel to the book gone with the wind?,1
is the hippocampus part of the brain stem?,1
How do I find a city if I have the area code ?,0
What cigar-chewing comedian observed : `` You 're only as old as the woman you feel '' ?,0
How do I stop background noise in a car stereo ?,0
do cows have to have a calf to produce milk?,1
How does it make its colors ?,0
can all states fly their flag at the same height as the us flag?,1
is the gut the same as the small intestine?,1
What is an ecological niche ?,0
What causes `` rolling thunder '' ?,0
did all the soldiers survive in 12 strong?,1
Why do magnets attract ?,0
is fifa world cup 2014 on xbox one?,1
What country is the setting for Edgar Allan Poe 's The Pit and the Pendulum ?,0
How many times a day should you take a prescription marked `` q.i.d . '' ?,0
What happens to the female body with lack of sleep and food ?,0
is brazil the only country in south america that speaks portuguese?,1
is the movie a simple favor based off a book?,1
What country was Mikhail Gorbachev the leader of ?,0
In what year was the movie the Ten Commandments released ?,0
is there a hospital on the isle of wight?,1
are they making a season 3 of carrie diaries?,1
is jp morgan and chase bank the same?,1
is there a gambling casino on catalina island?,1
is sea and sea tac the same airport?,1
is church of england the same as protestant?,1
is there a season 3 of dance academy?,1
is a money order the same as a postal order?,1
Where did the Inuits live ?,0
What are the best ways to improve employee morale at low cost ?,0
do you have to pay federal taxes in puerto rico?,1
What kind of science is cosmology ?,0
What is a language spoken by the Sioux ?,0
What is Win Rah ?,0
does the end result for the internal rate of return (irr) change if the cost of capital changes?,1
What is the best way to travel in Japan ?,0
What Hermann Hesse book gave its name to a rock group ?,0
can i get a felony expunged in texas?,1
What nationality is Pope John Paul II ?,0
How can I easily remove red wine stains from t-shirts ?,0
did the cast of full house really go to hawaii?,1
is the hudson bay company the oldest company?,1
in friends do ross and rachel end up together?,1
What is the origin of the city `` Corpus Christi '' ?,0
did the tomb raider game come out before the movie?,1
has california ever been hit by a hurricane?,1
What is the origin of the word `` attic '' ?,0
Describe the Long March .,0
is there a bridge between ireland and scotland?,1
has star vs the forces of evil ended?,1
When was the first American encyclopedia published ?,0
"What landmark Italian restaurant can be found at 239 West 48th Street , New York City ?",0
is there going to be a season 3 of 13 reasins why?,1
What is the best distance education university or college ?,0
is it illegal to pump and dump stocks?,1
do the losers of the super bowl get a ring?,1
can it rain and snow at the same time?,1
is there going to be a series 14 of criminal minds?,1
What is the brand name of daminozide ?,0
When was the first steel mill in the United States built ?,0
was the us involved in the battle of berlin?,1
How many seats does the Batmobile sport ?,0
can a former us president become president again?,1
is charlie from charlie and lola a girl?,1
can i carry a handgun in my car in alabama?,1
do all the states have daylight savings time?,1
do you have to pay for sony crackle?,1
How do fuel injectors work ?,0
Names of books by James A. Michener set in the following locations ?,0
can you fly a flag at half mast?,1
does batman and harley quinn take place in the dcau?,1
Who is the composer of `` Canon in D Major '' ?,0
What is the music used in the new VW Beetle commercial where the car spins and changes colors ?,0
"Who portrayed Fatman in the television show , `` Jake and the Fatman '' ?",0
do you need a return address on an envelope?,1
What TV detective did Craig Stevens play ?,0
Who protects DC Comics ' realm of dreams ?,0
can i use a tracfone with straight talk service?,1
What are the five most popular Usenet groups ?,0
What should you yell to hail a taxi in Madrid ?,0
is coca cola and sprite the same company?,1
What are the characters ' names in the Scooby-Doo cartoon ?,0
What is a urologist ?,0
Who portrayed Prewett in From Here to Eternity ?,0
How do you get a pointsettia to turn red ?,0
What role do fruits play in the survival of plants ?,0
is the last key the last insidious movie?,1
What did Richard Feynman say upon hearing he would receive the Nobel Prize in Physics ?,0
Who wrote `` The Pit and the Pendulum '' ?,0
Who said : `` Soldiers win the battles and generals get the credit '' ?,0
What would you add to the clay mixture to produce bone china ?,0
is teflon tape and ptfe the same thing?,1
How long do cardinal eggs incubate ?,0
is wholemeal flour the same as wholewheat flour?,1
What does the Ouarterly Review of Doublespeak call an `` inoperative statement '' ?,0
Name the Four Horsemen of the Apocalypse .,0
Where can I buy a pony on the Big Island for my daughter ?,0
is sodium chloride the same as saline water?,1
are there more moves in go than atoms in the universe?,1
are ap classes the same in every school?,1
can aluminum pans be used on induction cooktops?,1
available raw materials are one of the limiting factors regulating carrying capacity?,1
What does ` PSI ' stand for ?,0
What dumb-but-loveable character did Maurice Gosfield play on The Phil Silvers Show ?,0
is it possible for a triangle to have more than one obtuse angle?,1
is a bba the same as a bs?,1
do you have to swear on the bible to be president?,1
does the ball swing towards the shiny side?,1
is the blues brothers movie a true story?,1
bank of england is mother of all central banks?,1
What company tabulates the ballots in voting for the Academy Awards ?,0
victoria and abdul is it a real story?,1
What U.S. city 's skyline boasts the Gateway Arch ?,0
What is a tonne ?,0
is july the 7th month of the year?,1
What keeps clouds in the air ?,0
How long has L.L. Cool J. been married ?,0
What labor leader was last seen in the parking lot of a Michigan restaurant ?,0
are you required to sign up for the draft?,1
can you be a conservative and a democrat?,1
the nolan chart is a two axis political?,1
was the hudson river school an actual school?,1
is the darkest minds based off of a book?,1
do you put water in a fog machine?,1
do cows need to give birth to produce milk?,1
What girl 's name is `` Teddy '' an affectionate form of ?,0
has the world cup been decided by penalties?,1
does will smiths daughter play in i am legend?,1
will it be a season 8 of game of thrones?,1
What is a biologist ?,0
What is the only vegetable that starts with `` z '' ?,0
What war saw battles at Parrot 's Beak and Black Virgin ?,0
How many stars are there in Big Dipper ?,0
is new york presbyterian a non profit hospital?,1
What country was the setting of You Only Live Twice ?,0
do first ladies get secret service protection for life?,1
is there a bank of america in canada?,1
What does the channel ESPN stand for ?,0
is rogue one part of the star wars?,1
can 2 people's dna be the same?,1
can a company give loan to purchase its own shares?,1
What is power steering ?,0
What country boasts the most dams ?,0
Where on the Internet can I get information about the Fifth Amendment on the American Bill of Rights ?,0
What is the airport code for Los Angeles International ?,0
are the muppets the same as sesame street?,1
can you still win both showcases on price is right?,1
What are pushed and coupled in hump yards ?,0
does the dodge dart sxt have a turbo?,1
can a violin play two notes at once?,1
What African country is governed from Ouagadougou ?,0
can you convince yourself you have a disease?,1
Why do people shake hands to show friendliness ?,0
is the national anthem and star spangled banner the same?,1
does the dog die in because of winn dixie?,1
What is the one thing you need before you can purchase life insurance ?,0
Who portrayed the title character in the film The Day of the Jackal ?,0
do elena and damon date in vampire diaries?,1
does a sikh have to wear a turban?,1
is the eye of sauron in the books?,1
have russia ever been in the world cup final?,1
What is a dangling participle ?,0
What is the brand name of the chemical daminozide ?,0
What is the fastest computer ?,0
"What feathered cartoon characters do Yugoslavians know as Vlaja , Gaja , and Raja ?",0
What can one see in Reims ?,0
What kind of organization is ` Last Chance for Animals ' ?,0
How many neurons are in the human brain ?,0
How many electoral college votes does Colorado have ?,0
Name Pittsburgh 's baseball team .,0
What stringed weapon fires a bolt ?,0
What therapy attempts to elicit the `` primal scream '' ?,0
Name a female figure skater .,0
What is Smokey The Bear 's middle name ?,0
How is a hydrogen bomb different from a nuclear bomb ?,0
What organic fuel do bog-dwellers use a `` slane '' to cut ?,0
can you be president of the us if you were born in another country?,1
Where was George Washington born ?,0
What is Bill Gates of Microsoft E-mail address ?,0
How many children does Ray Davies of the Kinks have ?,0
What does the name Kelly mean ?,0
does a bipartite graph have to be connected?,1
What 's a `` Drinker respirator '' better known as ?,0
is red velvet cake chocolate cake with red food coloring?,1
is super smash brothers ultimate a new game?,1
What scale measures earthquakes ?,0
is the civic holiday in august a statutory holiday?,1
is dark places based on a true story?,1
is a german shepherd the same as an alsatian?,1
Where are the Austerlitz and Victor Hugo subway stops ?,0
does a run in gin rummy have to be the same suit?,1
What is an aortic abdominal aneurysm ?,0
What are the titles of some R-Rated Sony Playstation games ?,0
"How many times was pitcher , Warren Spahn , a 20-game winner in his 21 major league seasons ?",0
Why does it snow ?,0
has golden state ever won an nba championship?,1
does miami marlins stadium have a fish tank?,1
was the real jim lovell in the movie apollo 13?,1
can anyone bend a spoon with their mind?,1
Who is the sexiest women in the world ?,0
is the aorta part of the circulatory system?,1
Where did surfing originate ?,0
What is the origin of the term soda jerk ?,0
What kind of education would you need to become an athletic trainer for the NFL ?,0
What caused Harry Houdini 's death ?,0
is camomile tea and chamomile tea the same?,1
How many yards are in 1 mile ?,0
What is the size of the largest akita ?,0
is there such a thing as cabin fever?,1
can you use gamecube controller for wii games?,1
What do you call a section of your finger from one joint to another ?,0
Why do they call it a `` funny bone '' ?,0
What is a person called that likes fire ?,0
What Kentucky city calls itself The Horse Center of America ?,0
is jeep grand cherokee a full size suv?,1
is it legal to carry a gun in nyc?,1
is the fed part of the us treasury?,1
What four tournaments make up tennis ' Grand Slam ?,0
does every us citizen have a social security number?,1
How many chairs are shown in Vincent Van Gogh 's 188 work The Artist 's Room in Arles ?,0
What do Hasidic Jews refrain from while dating ?,0
do calcium channel blockers cause shortness of breath?,1
can a set be an element of another set?,1
What was the V-8 Juice slogan : `` the tastebud '' ?,0
What year was the setting for American Graffiti ?,0
What relative of the racoon is sometimes known as the cat-bear ?,0
will there be a green lantern 2 movie?,1
What is a fear of stings ?,0
is there an in n out in canada?,1
can you turn right on red in idaho?,1
in the movie 47 meters down does kate die?,1
is charlie from charlie and the chocolate factory still alive?,1
Who invented silly putty ?,0
What country borders Denmark to the south ?,0
Where do you find information about the Queensland National Competition Policy,0
does the state of kentucky have the death penalty?,1
do you get a bronze medal in the world cup?,1
Where can I find lyrics for R&B ?,0
Where does Barney Rubble go to work after he drops Fred off in the `` Flintstones '' cartoon series ?,0
What two major world religions began in India ?,0
What is the origin of the word `` tampon '' ?,0
What is the origin of blue for boys and pink for girls ?,0
What college did Dikembe Mutombo play basketball for ?,0
What is the name of the planet that the Ewoks live on ?,0
What should the temperature be set at while baking Peachy Oat Muffins ?,0
"What camera company said , `` If you haven 't got the time , we 've got the camera ? ''",0
What is the fear of cockroaches called ?,0
What future Soviet dictator was training to be a priest when he got turned on to Marxism ?,0
can you free fall faster than terminal velocity?,1
does the entire blastocyst develop into a fetus?,1
What is Columbia Tristar 's phone number ?,0
does penalty shoot out count towards golden boot?,1
is it illegal to catch rainwater in the uk?,1
is the irish language the same as gaelic?,1
What kind of suit did true hepcats wear in 1942 ?,0
What are the words to the song sung by `` Banana in Pajamas '' ?,0
is the mazda tribute the same as the ford escape?,1
does blow drying your hair kill lice eggs?,1
What does El Nino mean in spanish ?,0
Boxing Day is celebrated on what date ?,0
is there a difference between tif and tiff files?,1
does the queen go on her color in chess?,1
Who was the Democratic nominee in the American presidential election ?,0
What causes canker sores in the mouth ?,0
is kuwait currency the highest in the world?,1
king of queens do doug and carrie get a divorce?,1
What city or state do the most gay men live in ?,0
"What Boris Pasternak book sold 5 , 0 copies to become the fiction best-seller of 1958 ?",0
is air japan the same as japan airlines?,1
is president higher than prime minister in singapore?,1
does minnesota have the stand your ground law?,1
is there a train station in tallahassee fl?,1
What kind of women gave Sigmund Freud erotic dreams ?,0
is there such thing as international men's day?,1
is dar es salaam the capital of tanzania?,1
are there any military bases in san francisco?,1
do you pay both ways on m6 toll?,1
Why do horseshoes bring luck ?,0
What daughter of Henry VIII and Anne Boleyn became queen of England ?,0
What is the medical condition of hypertension ?,0
What did the crocodile swallow in Peter Pan ?,0
How can a foreigner get a U.S. Social Security card ?,0
can i play original xbox games on xbox one x?,1
is cornea the white part of the eye?,1
What was the first domesticated bird ?,0
Which member of Charlie 's Angels sang vocals for Josie and the Pussycats ?,0
What is Shirley MacLaine known as ?,0
can you buy a 50 cal in california?,1
What is a fear of disease ?,0
What kind of dog is Scooby Doo ?,0
How big is the largest diamond ?,0
does a turtle's shell grow with them?,1
is the greatest show man a disney movie?,1
is 0 a real number yes or no?,1
What U.S. state 's biggest lake is Lake Sam Rayburn ?,0
How tall was the animated Frankenstein,0
is the thumb a ball and socket joint?,1
How can I get rich quick ?,0
What are the first names of the famous husband-and-wife acting team of Lunt and Fontanne ?,0
What operating system do IBM-compatible machines use ?,0
will season 8 be the last season of game of thrones?,1
are voltage-gated sodium channels always open?,1
is waste management the same as republic services?,1
was czechoslovakia part of the league of nations?,1
do you still get paid while on strike?,1
will there be a sequel to the maze runner?,1
is mutual of omaha a publicly traded company?,1
What dummy received an honorary degree from Northwestern University ?,0
What comedian was The Perfect Fool ?,0
did el salvador make it to the world cup?,1
does the unites states have an official language?,1
"How many miles are there between Tel Aviv , Israel and Memphis , Tennessee ?",0
is there stump out in free hit ball?,1
can i get radio 4 extra on fm?,1
is dell curry in the hall of fame?,1
are senate members required to live in the state?,1
"What card game has variations called Canfield , Klondike and Spider ?",0
What does Robin Williams do ?,0
do horse and donkey belong to the same species?,1
How many square feet is Bill Gates ' home ?,0
Who is the creator of `` The Muppets '' ?,0
What types of water pollution are there ?,0
is it illegal to carry a knife in usa?,1
What does `` Semper Fidelis '' mean ?,0
is there a movie based on the book hatchet?,1
is harry styles song sign of the times a remake?,1
What are the names of all the seas in the world and what ocean do they drain into ?,0
foal immunodeficiency syndrome in the fell and dales pony?,1
"In what sport are these following numbers relevant : 118 , 126 , 134 , 142 , 15 , 158 , 167 , 177 , and 19 ?",0
are grey and red squirrels the same species?,1
Who died 1 feet from where John F. Kennedy did ?,0
is walls ice cream and walls sausages the same company?,1
Why is the grass green ?,0
How many spears are there on Kenya 's flag ?,0
can a registered libertarian vote in the primary?,1
is all dlc included in skyrim special edition?,1
is red lobster a part of darden restaurants?,1
can you play xbox 360 games on an xbox one console?,1
Who was made the first honorary citizen of the U.S. ?,0
do they still make the 50 cent coin?,1
does it snow a lot in salt lake city?,1
"What sport features slotbacks , tailbacks , and touchbacks ?",0
can gibraltar coins be used in the uk?,1
mozilla firefox is a competitor of the internet explorer?,1
is a hot air balloon considered an aircraft?,1
How many school districts are there in the United States ?,0
How is digital audio used ?,0
are they alive at the end of blue lagoon?,1
can i buy a gun without a license in south africa?,1
is cheaper by the dozen a true story?,1
Who was the first jockey to ride two Triple Crown winners ?,0
is the great barrier reef a single organism?,1
What 's a short ton ?,0
is there going to be a season 5 of prison break?,1
How do you tell somebody you like them ?,0
Tell me what city the Kentucky Horse Park is near ?,0
does a macbook air have an ethernet port?,1
Where were the 196 Summer Olympics held ?,0
is i know why the caged bird sings a memoir?,1
is the movie chinatown based on a true story?,1
is the nba championship trophy made of gold?,1
is the boy scouts of america a nonprofit organization?,1
are there any shapes that would give packing densities higher than 91?,1
What 's the hardest substance in the human body ?,0
are you a doctor if you have a jd?,1
Who was Picasso ?,0
can you see alpha centauri without a telescope?,1
is a lightning bug and a firefly the same?,1
"What is the name of the largest city in Chile , South America ?",0
Who 's baby was Sweet Pea on the Popeye cartoon ?,0
can you really make a citizen's arrest?,1
How much calcium should an adult female have daily ?,0
What was the name of Robert Fulton 's most famous steamboat ?,0
is there always a jury in the central criminal court?,1
What is Stefan Edberg 's native country ?,0
has belgium ever won a world cup final?,1
when you call rummy do you pick up the whole pile?,1
can you carry a gun in your car in wisconsin?,1
has the vice president ever broken a tie in the senate?,1
do you have to give your baby a middle name?,1
has a movie ever made 2 billion dollars?,1
was france a republic after the french revolution?,1
