question,label
are the wood carvings of indonesia related to their culture?,1
Where is Van Cortlandt Park?,0
Who began to be conscripted into the Soviet Army in 1929?,0
is there a sequel to the man from snowy river?,1
do cows need to have a baby to produce milk?,1
does michael scott come back in the last episode?,1
What dialect do most Diaspora Armenians speak?,0
What is a requirement for being considered a member of Jehovah's Witnesses?,0
How long ago did the Transat AG2R Race begin?,0
What nationality of people lives in the harbour town the British invaded in 1744?,0
What is the states largest railway?,0
does the dog die in the other side of the door?,1
is ain't a word in the webster dictionary?,1
is there going to be a season 2 of penny on mars?,1
What type of climate do the archipelagos of the Azores and Madeira have?,0
With whom was Leo Kuper paired in research that focused on definitions?,0
What is another name for a ventricular aneurysm?,0
is a suzuki jr 50 a 2 stroke?,1
does michael ever get walt back on lost?,1
can you put corning ware in the oven?,1
is every strong electrolyte also a strong acid?,1
how big do sebaceous cysts get?,0
was the king james bible the first english translation?,1
is the one and only ivan a movie?,1
Who promoted settlement in Montana in the early 1900s,0
what time was the modern age from\?,0
is the atomic number equal to the number of protons?,1
How much has the Society reportedly paid to settle lawsuits without admitting any wrongdoing?,0
When did construction on the Tribhuvan Highway begin?,0
Who policed mortgage originators and maintained relatively high standards prior to 2003?,0
is 20 000 leagues under the sea a true story?,1
are any of the singers in little big town married to each other?,1
is a doctor of pharmacy a doctorate degree?,1
What type of natural disaster was the city center of Lisbon designed to resist?,0
How much money did the IMF and other Eurozone countries agree to steal from Greece in 2010?,0
can a car have manual and automatic transmission?,1
was canada part of the british empire during ww2?,1
do i need to fast for comprehensive metabolic panel blood test?,1
is there a freedom of speech in canada?,1
will there be a parks and rec season 8?,1
can a married woman be addressed as ms?,1
did the f-14 fly in vietnam?,1
is what a wonderful world a jazz song?,1
Where did the word Tajik come from?,0
do any of the amendments to the u.s. constitution expressly grant individuals the right to privacy?,1
are all fruit roll ups the same flavor?,1
What division of anthropology is concerned with poverty?,0
do vmi graduates have to serve in the military?,1
can xbox 360 disc work on xbox one?,1
how did apollo creed die?,0
"Catholic people identified with Notre Dame, what religious group did people feel Yale represented?",0
is the movie replacements based on a true story?,1
is st augustine on the east coast of florida?,1
can a canadian passport be used as proof of citizenship?,1
is the graviton part of the standard model?,1
is yonge street in toronto the longest in the world?,1
What do peasants make up the vast majority of in the world?,0
has there ever been a tie in eurovision?,1
How did Wilson recruit more qualified police?,0
can a mlb coach play in a game?,1
do goals scored in penalty shootouts count towards the golden boot?,1
"Along with Hamilton Glass and El Kamino, who is a mural artist local to Richmond?",0
what makes up cost of goods sold?,0
What did Pangea collide with?,0
The County of Portugal separated from the Kingdom of Galicia to establish what?,0
What is the incremental compensation required by investors for taking on addition risk called?,0
can a foreign born person be vice president?,1
The currency used in Brazil is?,0
is there a movie for lord of the flies?,1
the second continental congress ran the government during the revolutionary war?,1
is the game show the chase still on tv?,1
do i need a tourist visa for taiwan?,1
who are past pittsburgh steelers football coaches?,0
was war and peace originally called war what is it good for?,1
What does accepting other cultures in their own terms moderate?,0
are all mlb playoff games best of 7?,1
is it the real bob the cat in the film?,1
What type of formation is indicated by low and high grade metamorphic rocks?,0
is vaping illegal if you are under 18?,1
is a cucumber the same as a gherkin?,1
do you have to pay federal taxes in puerto rico?,1
can a nba coach play in a game?,1
How much energy can be passed along each trophic level?,0
How much did JPMorgan estimate was the average recovery rate for mezzanine CDOs that had been liquidated?,0
Which years were plagued by the Black Death?,0
"In hectares, how large is the Kathmandu valley monument buffer zone?",0
When did relevant warnings and research on CDOs appear in an article by Donnelly and Embrechts?,0
What has cultural anthropology specifically emphasized?,0
do boxers have to have their tails docked?,1
can you still buy lucky strikes in the us?,1
Who are some well-known Punjab poets?,0
What kind of policing has become common practice?,0
What were CPPCG who were tried after World War found guilty of?,0
can floor area be bigger than lot area?,1
In what year did the most rain in recorded history fall on Kathmandu?,0
What act carried about by the ECHR against Bosnian Muslims and Croats did not constitute genocide?,0
will a cast iron skillet work on induction?,1
can a bishop take a king in chess?,1
is the tv show the expanse on netflix?,1
Which entity did Notre Dame hire to build a parking structure outside of Eddy Street Commons?,0
In what year was the United Nations formed?,0
How many books are housed at the Theodore Hesburgh Library?,0
how bad burns go to burn center?,0
What is excessive weakness called?,0
is it required to register for the selective service?,1
"Along with the James and the Chickahominy, what is a notable river in the area near Richmond?",0
is there a difference between colonialism and imperialism?,1
"In what year did ""Notre Dame Victory March"" get copyrighted?",0
can a seating supreme court justice be removed?,1
What did the U.S. Federal Reserve do to increase access to liquidity?,0
What other factor along with the forceful relocation of political opponents does the the CPPCG cite in the interpretation of non-killings?,0
what types of muscles are those of the swallowing mechanism ?,0
has an nfl team ever played a super bowl in their home stadium?,1
What is the characteristic that most separates humans from animals?,0
how is human height measured?,0
can one be willfully ignorant of the law?,1
is there a second series of the good karma hospital?,1
What disciplines is Anthropolgy forced to confront?,0
What does avoidance of other groups promote?,0
have croatia ever been in the world cup final?,1
The primary gas responsible for smog is?,0
The legal meaning of genocide is contained in which international treaty?,0
is the show the originals a spin off?,1
is a graphics card the same as a video card?,1
will it be a season 8 of game of thrones?,1
can you phone 999 without a sim card?,1
What is heartburn a commonly known as?,0
Who commanded the English theater in May 1942?,0
is hong kong a part of the commonwealth?,1
are id cards still valid in the uk?,1
is a mongoose and a meerkat the same thing?,1
do you have to give your baby a middle name?,1
Vaccination is a way in which what may be acquired?,0
The primary language spoken in Brazil is?,0
the movie rudy based on a true story?,1
What phrase that has come to be associated with a lack of faith was not seen as an issue for Christians?,0
How many cigarettes did Eisenhower smoke daily at West Point?,0
is lost in space on netflix a series?,1
is there a town called forks in washington?,1
are there any boston pizza locations in the usa?,1
is there an english version of the quran?,1
is there a fifa world cup 2018 game?,1
What did sport hunters in the 19th century purse game for?,0
are there district courts at the state and federal level?,1
what song is sung in 6 foot 7 foot?,0
When did Bozeman Airport surpass Billings Logan as the largest busiest in Montana?,0
does a beach have to be by the ocean?,1
is the us post office a federal agency?,1
does every country have an embassy in the us?,1
Which classified text provides an example of the humanist way of thinking?,0
are they going to make a kung fu panda 4?,1
What categories of art do not exixt in most Wester contests?,0
What was Ivan Meštrović known for being?,0
"Along with Buddhists, what religion's devotees visit Kathmandu?",0
What Botswana was resently forced to do?,0
Where is Dushanbe located?,0
were there olive trees in the garden of gethsemane?,1
michelangelo painted the ceiling of the sistine chapel?,1
do you have to live in the country you play for in the world cup?,1
can you own a semi automatic rifle in canada?,1
Who was the president of Notre Dame in 2012?,0
has any mlb player hit 5 home runs in one game?,1
When was the Silurian period believed to have begun?,0
What massive genocidal effort were criminals largely prosecuted after count 3 for?,0
Where are the Reconciliation Statues outside Richmond located?,0
is there a difference between surgery and operation?,1
is the bow and arrow still used today?,1
is navy federal credit union a government agency?,1
With what institute did Notre Dame agree to an exchange program in the 1960s?,0
When an organism prevents what from the host a disease can arise?,0
what is the sign for degrees?,0
is the actor who played willow still alive?,1
About how many days a year does the temperature in Richmond go above 32 degrees Celsius?,0
What religion is dominant in the countries surrounding Armenia?,0
who played donna from that 70 ; s show ?,0
is latin america the same as central america?,1
What did Rutherford hope to convince members about the persecution from the outside world?,0
What are artsvagorgs?,0
"Of the five permanent members of the UN Security Council, how many were parties to the treaty?",0
The largest river in Africa is?,0
what is another name for cpu?,0
what year did South Africa become a team in rugby?,0
is the actor that plays kevin on young and restless leaving the show?,1
does a dh have to hit for the pitcher?,1
Who was Ripley deserted by?,0
The chemical symbol for oxygen is?,0
what school district is alvin in ?,0
can you use castling to get out of check?,1
How did the Bow Street group get paid by their employees?,0
does a former first lady lay in state?,1
is there a toll on the auckland harbour bridge?,1
was the i have a dream speech televised?,1
What purpose does technetium serve in terms of identifying tissue?,0
What is the capital of St. Barts?,0
What can a bishop absolutely prohibit?,0
has any world cup team won at home?,1
How many cigarettes per day increase the risk of a heart attack?,0
who wrote the song feelin alright?,0
do you have to get out of the way of a pitch?,1
What was Eisenhower's rank in 1933?,0
do you have to have citizenship to compete in the olympics?,1
do odd interstate routes run primarily north and south?,1
is the movie a simple favor based off a book?,1
can a catcher block the plate in mlb?,1
Portugese and British troops fought against the invasion of which country?,0
is there a season 5 of the origionals?,1
When did the Echmiadzin church gain independence?,0
"What is South Africa's ""shoot-to-kill"" policy?",0
The primary gas used in balloons for flying is?,0
who was the quarterbacks in the super bowl between the steelers nd the cowboys?,0
are blue bottles and portuguese man of war the same?,1
What minority leaders have played prominenct roles to opposing incumbent president?,0
What did Political Economy introduce to quwestions of history and coloialism?,0
is congress the same as the supreme court?,1
How much of the Bronx speaks English at home?,0
How far is St. Kitts from St. Martin?,0
How much was the charge per acre at first?,0
can a compound be both an acid and a base?,1
When did the Arabian oryx become extinct?,0
is today the 200th day of the year?,1
can you still get a diners club card?,1
was top gun filmed on the uss enterprise?,1
does the u.s. have a $500 bill?,1
Perpetrators who were tried after World War II were in general found guilty of crimes against what?,0
"In the 2008 primary, how much of the Bronx vote did Clinton get?",0
How many national airports does Portugal have?,0
What does the United Network for Organ Sharing do?,0
What is a species of large antelope?,0
how does the e coli bacteria cause death?,0
What did the Deutsche Bank estimate the value of the reserves to be at?,0
Who are some examples of Portuguese film directors?,0
what percent of illegal immigrants are from mexico and europe?,0
Who stated that the CPPCG was a research tool?,0
is it going to be a season 4 of the flash?,1
are there vampires in from dusk till dawn?,1
does suzanne die on orange is the new black?,1
"Which country's name means ""Land of the Talks""?",0
are jo wilson and alex karev still together?,1
does in n out put pickles on their burgers?,1
is driving under the influence a criminal offence in canada?,1
can you use gamecube controller for wii games?,1
what is the mortality rate of sepsis?,0
does blair in gossip girl have a baby?,1
what is a full job time ? ?,0
What neighborhood is also known as Jhamel?,0
The inventor of the telephone was?,0
is there going to be the messengers season 2?,1
what are two languages in Nigeria ?,0
is sodium bicarbonate the same as table salt?,1
Who did Martin think Eisenhower should have made better use of?,0
what are Knowledge Skills Abilities?,0
What did majority parties use to advance bills in the 1900's?,0
How many kingdoms have buildings present in the Durbar Square of Kathmandu?,0
has kansas city chiefs ever won a superbowl?,1
The national bird of India is?,0
When was Kingsbridge built?,0
How much money did taxpayers provide in government support to AIG during 2008 and early 2009?,0
What percentage of Notre Dame students decide to study abroad?,0
do cows need to have babies to produce milk?,1
is psych the musical part of season 7?,1
What status did St. Barthelemy have prior to 7 February 2007?,0
in friends do ross and rachel end up together?,1
can i create my own page on wikipedia?,1
How does the mass of the moon compare to the earths mass?,0
What did Xenophon say Armenian language sounded like?,0
What has God provided to Jehovah's Witnesses?,0
What languages does Hamp say are similar to Armenian?,0
In which country's courts were three others charged with aiding and abbeting?,0
Speakers of what languages sometimes call Kathmandu Yambu?,0
What university did Eisenhower attend?,0
is running with scissors based on a true story?,1
is alice from alice in wonderland a princess?,1
How many broad types of anti-infective drugs exist?,0
Who invaded Portugal in 1808?,0
is there a correct way to hang toilet paper?,1
What end is achieved by non-killings included in the democide?,0
What did Greece's unemployment rate soar to in 2013?,0
Who Moved My Cheese Synopsis?,0
where did the money for the new scoreboard in milwaukee come from?,0
is 5' utr present in mature mrna?,1
was catch me if you can filmed in quebec city?,1
is the abdomen and the stomach the same thing?,1
When the Speaker has one less leadership position after losing the Minority Whips' chair what happens for the remaining positions?,0
What other characteristic defined a member of a regime along with ethnicity and religion?,0
is the it crowd filmed in front of a live audience?,1
What is Kingsbridge Armory being turned into?,0
did bridget lose her virginity in sisterhood of the traveling pants?,1
Who is the most popular member of System of a Down?,0
Greece's navy accounts for more than what percentage of the world's total deadweight tonnage?,0
What did the Democratic minority make more difficult in 1834?,0
is there a season 7 of the green arrow?,1
What bans the killing of all wild animals?,0
is a relative clause the same as a subordinate clause?,1
Who did Hrant Shahinyan beat in the Euro cup?,0
is the mayans a spinoff of sons of anarchy?,1
can a beneficiary of a trust sue a third party?,1
The currency used in Afghanistan is?,0
is there going to be a series 14 of criminal minds?,1
When did Canada get its last police?,0
is weed legal in the whole state of colorado?,1
Did Lisbon suffer any epidemics from the calamity?,0
What religion is George D. Chryssides?,0
What year was the book humanism forgotten?,0
In 1899 Notre Dame formed which college?,0
did sting sing with dire straits money for nothing?,1
how did Joan Crawford die ?,0
is there going to be a godfather 4?,1
does eating fresh beets make your urine red?,1
What is the term defined as being vulnerable by borrowing short-term in liquid markets to purchase long-term illiquid and risky assets?,0
What Nepalese mountains are claimed to attract tourists?,0
What famous tomb is in Lahore?,0
What financial innovation enabled investment banks and hedge funds to make large wagers?,0
do i have to use arc fault breakers?,1
is evaporated filled milk the same as evaporated milk?,1
is captain marvel a female in the comics?,1
When did the Nairi rule?,0
What amount of TEUs did Thessaloniki handle in 2010?,0
what is the @ sign called ?,0
do pitchers have to hit in the national league?,1
How many named lakes are there in Montana?,0
does the waboba moon ball bounce on water?,1
What is required to work at the MBCC?,0
How many native Armenians are in Armenia today?,0
Who does public preaching work?,0
can a limited partnership have two general partners?,1
is pavel bure in the hall of fame?,1
when did playhouse square reopen ?,0
is there a national day of prayer in the us?,1
is anyone from the wizard of oz still alive 2017?,1
is a daughter in law considered a lineal descendant?,1
In what year did Eisenhower propose that the pine tree named after him be removed?,0
can you travel to north korea as a tourist?,1
How was the course of AIDS hidden?,0
What have a number of studies found a correlation between?,0
"What is North Africa's ""shoot-to-kill"" policy?",0
How deep is Grande Saline Bay?,0
does switzerland train every citizen to use a gun?,1
What limits how many employees can work at the Fish and Wildlife Service each year?,0
is charming from sons of anarchy a real place?,1
is the queen's birthday a public holiday in england?,1
can a state succeed from the united states?,1
are sylvanian families and calico critters the same?,1
does harry potter win the goblet of fire?,1
are england in the world cup semi finals?,1
does whoopi goldberg really sing in sister act?,1
is it possible for a triangle to have more than one obtuse angle?,1
does sour apple pucker have alcohol in it?,1
When was Pakistan's electricity problem solved?,0
is cognitive therapy the same as cognitive behavioural therapy?,1
How many boroughs are in NYC?,0
do they still have the electric chair in america?,1
is there a non live version of bennie and the jets?,1
is there going to be a season 8 of rules of engagement?,1
is prisoner cell block h the same as wentworth?,1
What river is the Fort Peck Reservoir on?,0
is sea water and salt water the same thing?,1
What seeks to explain pattterns of aquired knowledge?,0
How does an someone interested in ethnohistory learn more about cultures and customs?,0
What must an infectious agent not be identified in to satisfy the first of Koch's postulates?,0
What cused the Earths solid crust to become molten?,0
Where did the Richmond Braves move to?,0
Where do 4-5 million religious pilgrims visit in Portugal every year?,0
total revenue minus total cost equals total profit?,1
What was the name of the region when it was the cultural center of Iran?,0
is lord of the rings after the hobbit?,1
"With Milosevic dead, who did the ICTY next charge with crimes of genocide in 1995?",0
when the wind blows james patterson?,0
Who establishes leadership PACs?,0
What action affirmed Portugal's status as a transcontinental nation?,0
how is ASP.NET different from .NET?,0
is safe haven based on a true story?,1
do you need a license to buy a gun at a gun show?,1
On what date did Eisenhower receive his General of the Army appointment?,0
who wrote the song cocaine?,0
What sect of Buddhism is the only remaining one based in Sanskrit?,0
the sidereal day is determined by the earth's rotation with respect to the stars?,1
How many active members were there in 1975?,0
Who did Petrarch feel superior to in every possible way?,0
What despcription was assigned to minority leader in part?,0
When did Nadelmann write about local policing?,0
when president nixon resigns?,0
what languages are spoken in south africa?,0
What is the non-medical mumbo jumbo term for pulmonologist?,0
What are most pathogenic bacteria easily grown on?,0
did america make it in the world cup?,1
was the five heartbeats based on a real group?,1
is it legal to drink in public london?,1
what is the largest university in the us?,0
What is Richmond's Köppen climate classification?,0
who is sara evans married to?,0
What does Upa-Mahanagar mean in English?,0
are g major and e minor the same?,1
is mary a witch in mary and the witchs flower?,1
is the movie remember me based on a book?,1
How many people owned IPhones in 2001?,0
was the american war of independence a revolution?,1
can self-defence be a defence to affray uk?,1
What man-made body of water was designed in part by George Washington?,0
Who Discovered Nuclear Power?,0
do you have to use cure when making sausage?,1
What refers to the study of the methods and theries of anthropology?,0
how many hours apart do navy seals run?,0
How do Jehovah's Witnesses see themselves in regards to the power structure of the church?,0
what is Non-profit infrastructure?,0
"What can historical examples do, even though they cannot independently indicate if the targeted group is substantial?",0
What is there no provision for members of the Jehovah Witnesses to do in relation to the official teachings?,0
is the anterior cingulate cortex in the prefrontal cortex?,1
What does not rule out infection?,0
is the first amendment the bill of rights?,1
is the movie operation finale based on a book?,1
are kevin and bean still on the radio?,1
does finn die in the new star wars movie?,1
what is in ultram?,0
can a person have two different color eyes?,1
By which ministry is authority granted for funding and managing Portugal's research system?,0
What profession did Rodney Stark grow up to become?,0
was the guy blind in book of eli?,1
What role did Pelosi win in 112th Congress?,0
do you always have to dial an area code?,1
is radiology and x ray the same thing?,1
did italy make it to the world cup 2018?,1
can you spend euros in the isle of man?,1
Who was one of the Watch Tower Society's directors jailed for sedition in 1918?,0
Visitors from what faith routinely visit the stupa?,0
what types of microscopes do not require a vacuum?,0
is there a marks and spencer in germany?,1
Near where do the rivers form up for the Missouri river merging?,0
who was on the 10 dollar bill?,0
is jill and jessa counting on still on?,1
is there an attack on titan season 2?,1
What company moved to Richmond from Connecticut?,0
What is NYC's 4th-largest park?,0
The inventor of the telephone was?,0
The currency used in Oman is?,0
did tom cruise sing in rock of ages?,1
What gauge is none of Greece's railway?,0
is south indian bank is a nationalised bank?,1
The primary gas used in natural gas is?,0
is king louie in the jungle book book?,1
How long has the single congressional district been Republican?,0
can you convince yourself you have a disease?,1
is dirk gently's holistic detective agency on netflix?,1
Who has hunting been forbidden to since early Christian times?,0
is australia the biggest continent in the world?,1
What's the most popular fruit at luxury hospitals and villas?,0
is it impossible for a girl to be colorblind?,1
are parchment paper and butter paper the same?,1
is the blue stuff in ice packs poisonous?,1
What is the necessary emblematic?,0
is there a sequel to the dark knight?,1
When was the National Museum founded?,0
where is rolling rock brewed?,0
is the gulf of california the same as the sea of cortez?,1
What cuisine notably makes use of pork?,0
What did Aristotle define as distinct from matter?,0
What was the name of Columbia University's alumni association?,0
would a person sink in a corn silo?,1
can you buy a gun with dishonorable discharge?,1
where is tracie spencer now?,0
Where do police have radios?,0
is 1-866 numbers free to call?,1
What is the Jerusalem Artichoke good for ?,0
What supercontinent prevailed during the Permian era?,0
was social security part of the new deal?,1
What is undisputed about early humans?,0
"What percent of the Staten Island population has a high school diploma, as of 2000?",0
does elle end up with noah in the kissing booth?,1
is destiny 2 a continuation of destiny 1?,1
What is the oldest dynasty to be represented with buildings in Kathmandu's Durbar Square?,0
can us president serve more than two non consecutive terms?,1
can you kill on the first move with a pawn in chess?,1
did tia and tamera find their parents on sister sister?,1
How far apart are Conimbriga and Coimbra?,0
does the jacobian matrix have to be square?,1
is the eiffel tower the tallest building in the world?,1
In what year did Democrats have a majority?,0
Between 1964 and 1985 Russia gradually took control of what?,0
What does not change in an open system?,0
what is ethernet gigabit?,0
is there a sequel to the movie sicario?,1
does any thing live in the dead sea?,1
is public health england part of the nhs?,1
is france the fashion capital of the world?,1
what is in the alpine mountain systems?,0
The currency used in Spain is called?,0
is the closer and major crimes the same show?,1
What year was the state animal selected?,0
is the mcg the largest stadium in australia?,1
did they refilm season 4 of arrested development?,1
When did Eisenhower deliver his first State of the Union?,0
is the show the originals related to vampire diaries?,1
The highest waterfall in the world is located where?,0
can i upload my brain to a computer?,1
How did Tajikistan change their economy?,0
The currency used in France is called?,0
is an up and down a travel in basketball?,1
What is an investigatory stop's search limited to?,0
is aegean airlines part of the star alliance?,1
is switched at birth based on a real story?,1
A shortage of office supplies exists in what country?,0
is new zealand a part of the eu?,1
"The famous novel ""To Kill a Mockingbird"" was written by?",0
what happened in 1877 in us?,0
what do maggots turn into to ?,0
is nigeria still a member of united nation?,1
How is deer stalking with rifles carried out?,0
do we ration health care in the united states?,1
how much is 7 teaspoons '?,0
is yellowfin tuna the same as ahi tuna?,1
What have a number of studies found no correlation between?,0
The inventor of the electric motor was?,0
was martin short a cast member of snl?,1
What type of bear does Montana have the highest population of?,0
will there be a fourth series of the tunnel?,1
does the us president have to be a natural born citizen?,1
is there a border between canada and the us?,1
does the one child policy apply to everyone in china?,1
is the set of guys grocery games a real grocery store?,1
How long after the ischemic event do symptoms manifest?,0
What religion formerly existed in the Greco-Roman empire in 405 AD?,0
Who argues it is foolish to not believe that the Witnesses set end dates of civilization just to get additional members?,0
What effect on other matter allows electromagnetic radiation to be visible?,0
do you have to win by 2 games in tennis?,1
is angular velocity the same as angular frequency?,1
is it legal to have a knife at school?,1
is mother day the first sunday of may?,1
"According to the Library of Congress's 1987 Country Study of Tajikistan, what is difficult?",0
What was occurring to Pangaea in the late Triassic?,0
what is george washington university known for?,0
is hollywood in the city of los angeles?,1
What will the Earth be transformed into?,0
is victoria day a holiday in the usa?,1
do they find the little girl in season 2 of walking dead?,1
Forty five percent of the population are between the ages of 14 and what?,0
What sea opened near Africa?,0
can you tap into a fiber optic cable?,1
What kind of core does nuclear matter occur in?,0
The national bird of Germany is?,0
is there a movie called what the health?,1
is there an age limit for bb guns?,1
can you go to jail for civil contempt of court?,1
What does the observer never become part of?,0
What did Greece have the lowest percentage increase in between 2005 and 2011?,0
will there be a my little pony season 8?,1
Who fired the Bow Street detectives?,0
Which sedimentary beds were created in the dry areas of Euramerica in the Devonian period?,0
what is a base SI unit?,0
What Richmond street contains a notable amount of Victorian buildings?,0
When did Armenia begin winning Olympic medals?,0
Few citizens of Tajikistan are called what?,0
is dandelion and burdock the same as root beer?,1
What parts of the Bronx have more hills?,0
The currency used in the United Kingdom is?,0
What percentage of mono-polyunsaturated fat should make up a person's daily energy requirements?,0
is there an age limit to get married?,1
Why do some police acts limit when police can aid without court orders?,0
What tactics do feral animals use to find prey?,0
will the post office deliver a letter without return address?,1
How long had Nancy Pelosi served as chairman of the Democratic Caucus?,0
What scriptures describe hunting as and acceptable occupation?,0
What does ethnohistory use both historical and ethnographic data as?,0
has anyone ever walked from new york to california?,1
When did the desegregation of the United States Armed Forces begin?,0
is beauty and the beast still on broadway?,1
can u be born with both male and female parts?,1
do you need permission to film in public uk?,1
What did Etienne Serres describe in the 18th century?,0
are guitar center and musician's friend the same company?,1
does subaru make a 2 wheel drive car?,1
does a self portrait have to be of you?,1
is it golden goal in extra time world cup?,1
is filet mignon part of a t bone steak?,1
When was Fordham Road being used as the limit of the South Bronx area?,0
can puppies see as soon as they open their eyes?,1
do you draw on the first turn in magic?,1
is loft the same as ann taylor loft?,1
What was the largest ocean referred to that existed in the Devonian period?,0
are tampa and tampa bay the same place?,1
The chemical symbol for copper is?,0
What is hunting in the U.S. not associated with?,0
is yellow squash the same as spaghetti squash?,1
is it legal to carry a baton in ontario?,1
Who headed the WPD before Eisenhower?,0
Clopidogrel is a form of what inhibitor?,0
is it possible for a knight on a chessboard to visit every square once and exactly once?,1
is the electron transport chain part of oxidative phosphorylation?,1
What can still be found in the deep-sea from the Trissic?,0
What does taking a culture of an infectious agent isolated from a patient allow?,0
"What was the war of Christian reconquest, started by Pelayos, known as in Portugese?",0
is the sun at its highest point at noon?,1
"What methods are highly sensitive, specifc and rapid tests used to identify microorganisms?",0
is new york considered a new england state?,1
is antioch ca part of the bay area?,1
how many people have mariah carey dated ?,0
How are severe infections of the brain usually treated?,0
is there a new season of the killing?,1
"Of the huge amount of microorganisms, how many cause disease in otherwise healthy individuals?",0
are ant man and giant man the same?,1
What formed to linked North and South America in the Quaternary Period?,0
does the united kingdom have an official language?,1
do they still make marathon candy bars￼?,1
can i ask for cashback with a credit card?,1
"The famous painting ""Starry Night"" was created by?",0
is there going to be an iron fist season 2?,1
is cal poly san luis obispo a csu?,1
Who was the Democratic candidate for president in 1960?,0
Who has more than eighty percent of the country above sea level?,0
The centrality of intent broadens what definition beyond the Gallagher one?,0
where is the place of publication on a website?,0
what time is it in tampa florida?,0
What is SEATO?,0
can you place 8 queens on a chessboard?,1
are there any wild ravens in the uk?,1
"The Hospital Liaison Committees serve to bridge between hospitals, medical professionals and who?",0
how did the arrival of the horse affect the pawnee indians?,0
is reba mcentire's son a race car driver?,1
What are Kathmandu's primary religions?,0
Which oregenies followed the Nevaden in the early Mesozoic?,0
What types of music the Bronx famous for?,0
What type of tool is the definition considered rather than a definition?,0
what is a HVAC company?,0
Where did Paul Broca reside?,0
When did John Jenkins become the president of Notre Dame?,0
What started to develop on Gondwana as it moved over the south pole?,0
is himalaya the highest mountain in the world?,1
Where did Stein graduate from?,0
How many Jehovah's Witnesses were there in 1914?,0
The largest rainforest in the world is located where?,0
is there a difference between ez pass and express e zpass?,1
is the princess and the frog a broadway musical?,1
can you buy alcohol in wisconsin on sunday?,1
do they play tennis at wimbledon on sunday?,1
has drew brees ever won a super bowl?,1
sequence occurs when pattern of notes is repeated?,1
will there be a new season of cutthroat kitchen?,1
is liechtenstein the smallest country in the world?,1
has australia ever had a female prime minister?,1
are there still ravens in the tower of london?,1
Who revealed the starting points of this evolution to be genocide?,0
is les choristes based on a true story?,1
can i travel to new zealand without a passport?,1
What is the name for lending that entices borrowers to enter into unsafe secured loans?,0
In what year was Carenage established?,0
What type of degree is an M.Div.?,0
Who manages the distribution of the funds obtained by the sale of the stamps?,0
do the characters die in the blue lagoon?,1
is the jaws ride still at universal studios orlando?,1
Which ocean decreased in size with the movement of Baltica in the Ordovician?,0
does beverly hills have its own police department?,1
What did Mashtots do besides composing religious chants?,0
is westminster abbey in the church of england?,1
What do the methods of ethnohistory go beyond the standard use of?,0
are the secretary of the treasury and the us treasurer the same?,1
The currency used in Peru is?,0
is charlie a girl in charlie and lola?,1
What is the first step humans would use when hunting an animal?,0
when was fdr elected as president?,0
is it illegal to seek asylum in the us?,1
is the civic holiday a stat in ontario?,1
How many microorganisms cause repair in otherwise healthy individuals?,0
does jamie lee curtis die in halloween h20?,1
can the president appoint justices to the supreme court?,1
When did New York City annex West Farms?,0
What type account is needed by the U.S. to balance an account deficit?,0
does mcdonald's in canada have chicken tenders?,1
what is AST and ALT on complete metabolic panel?,0
does buffy's mom know she's a slayer?,1
What does the 5th Amendment protect against?,0
did donna and sam get married in mamma mia?,1
was kentucky a southern state in the civil war?,1
What is one of the countries that objected to the inclusion of political killings in the early version of the Convention?,0
How long did the Afghan Empire last?,0
Why does hunting take place in Nordic countries today?,0
is the kia soul a 4 wheel drive?,1
when is lunar new year 2011?,0
will there be a sequel to the maze runner?,1
is barbados a territory of the united states?,1
How was the Portuguese bailout implemented?,0
can cows get up after being tipped over?,1
can a person have their heart on the right side?,1
can a tertiary consumer eat a primary consumer?,1
can i adopt someone over 18 in the uk?,1
can you still do a drop kick in the nfl?,1
is a wolverine the same as a badger?,1
can you see kennecott copper mine from space?,1
when they came for the jews?,0
What part of Richmond is Maymont close to?,0
is antarctica and the south pole the same thing?,1
The PDOT lost four seats in what election?,0
When was the Bronx added to?,0
are haribo gummy bears all the same flavor?,1
do all electrons have a net magnetic moment?,1
What was Pelayos' plan?,0
is the virgin of guadalupe the virgin mary?,1
does the concept of a contact force apply to both a macroscopic scale and an atomic scale?,1
The chemical symbol for helium is?,0
To what city did Eisenhower travel to May 1942?,0
is negative infinity to positive infinity the same as all real numbers?,1
do goals in third place playoff count for golden boot?,1
how are ribosomes made?,0
is cardiogenic shock the same as cardiac arrest?,1
can you be president of the us if you were born in another country?,1
is the red-eyed tree frog poisonous?,1
stand by me movie based on a true story?,1
is transit number the same as routing number?,1
what is homebrew for wii ?,0
do you have to be born in the country to play world cup?,1
is a caribou the same thing as a reindeer?,1
does the car have to be on for the cigarette lighter to work?,1
will there be any more episodes of gossip girl?,1
What has the catalog of infectious agents decreased to the point of?,0
can you pass to the goalie in soccer?,1
has anyone won a grammy and an oscar?,1
did the boston tea party lead to the american revolution?,1
does lake coeur d'alene freeze in the winter?,1
In what month does the city council not meet?,0
do car engines need to be broken in?,1
What is the brand name Pegasys for?,0
what is considered a large car?,0
How much time was spent in just preaching time since 2015?,0
Who was unable to reconcile their religious beliefs with those of humanism?,0
"In 2000, how many families lived in Richmond?",0
is mass the same as weight on earth?,1
is letters to god based on a true story?,1
The population of which country is 88% Muslim?,0
